actor_id,centrality
nm0000616,0.017257795762913593
nm0001744,0.008390859319209711
nm0000514,0.008033801475839085
nm0001803,0.0072899309688169486
nm2278431,0.006665079742918353
nm0222881,0.00648655082123304
nm0001002,0.005980718876457986
nm0442207,0.0057129254939300165
nm0261724,0.005593906212806475
nm0000115,0.0051773387288740775
